16 22106 83718
0 0     -3.859900e+02 3.871200e+02
-7.6046385922906801e-01
-2.9701919126779753e+01
-1.2115774883678625e+00
7.0791866884626797e+00
-4.2032789455293617e+01
1.1848023281386428e+01
-7.0037650200524935e+00
-2.3318714153838403e+01
1.1126592794311488e+01
-7.0958764351512089e+00
-2.3246672681697294e+01
-8.3352449111878375e+00
-5.7610114124351486e-01
-3.1438212220750920e+01
2.5912305885165487e+00
-8.6267316621002621e+00
-2.0953570108103730e+01
-5.5893490265694599e+00
-7.2562470332799185e+00
-2.2640718011194814e+01
9.0722492318368460e+00
2.4185334334846434e+01
-4.7917369762207883e+01
1.1984966091746703e+01
1.2514622216906586e+01
-3.2805578923840713e+01
1.2294902315632452e+01
7.0396938739418990e+00
-2.7492557723017224e+01
1.1839472058086773e+01
5.9193538996641548e+00
-2.8066064787545294e+01
2.4683495739371578e-01
1.8293204673666938e+00
-2.0786388054256580e+01
1.3926748417413446e+01
8.3921485025315590e-01
-2.5824759298931451e+01
1.5510891452483982e+01
-2.0646871505500783e+00
-2.6950277797850756e+01
-1.7092578780804684e+00
6.3126942037059974e+00
-4.1395082285612894e+01
-6.4371300576570372e+00
-7.5209154723578061e-03
-3.2523095269502470e+01
-9.3383969741599717e+00
-3.6426374796538941e-01
-3.1771871664911874e+01
6.0475399250648767e+00
-8.9540270024796325e+00
-2.0638129717402233e+01
-2.3140311094510166e+00
-6.1421218470122687e+00
-2.3381593452292048e+01
5.4106529203028781e+00
-9.5433750641754109e+00
-1.9982841452721434e+01
5.3539052083476752e+00
1.7657776675058859e+01
-5.3690424631293318e+01
7.3301278110407084e+00
1.3002821267624025e+01
-4.9072681003336442e+01
1.4343845899259204e+01
-2.5726726454255350e-01
-2.5415272828253649e+01
1.3765753225282563e+01
2.4217415836117129e-01
-2.8910740665662363e+01
-1.9219755499346847e+00
1.1440005280604753e+01
-4.7968624530200579e+01
6.2389986489038280e+00
-9.1682049113815562e+00
-2.0508916524734349e+01
1.3479782638362511e+01
2.6313000340606321e+00
-2.8523501944297955e+01
1.2614760879814439e+00
1.8172922739102525e+01
-4.7639008271667038e+01
-1.7962470272749655e+00
-5.1604483004745907e+00
-2.2797914540115073e+01
-7.3433980557541938e+00
-4.5525118344512032e+00
-2.6722032251842748e+01
4.7595261195789460e+00
-9.5867897125562482e+00
-1.9914675672232324e+01
1.3701929332318814e+01
2.1667348070912236e+00
-2.4166909348545399e+01
8.3708322232344621e+00
2.2333990359944462e+01
-5.0653201676220768e+01
3.0844156819864481e+00
1.9656236157156759e+01
-4.8941575308074114e+01
3.0844156819864481e+00
1.9656236157156759e+01
-4.8941575308074114e+01
1.2428877665922473e+00
1.9002189917927439e+01
-4.7727810020628830e+01
1.3339054477283875e+01
7.6647097141944469e+00
-2.7171148337265972e+01
9.4770961766116657e-01
1.5593574602572019e+01
-5.1072255766825364e+01
-6.8818154545349657e+00
1.3977593176251458e+01
-4.4469721904757570e+01
-8.1731640088793966e+00
1.4155786907982447e+01
-4.4560042130872255e+01
-1.2058969360267357e+01
1.2648926356954838e+01
-3.9137780469475295e+01
-6.9693618579334125e+00
1.3690495651859681e+01
-4.4504415987462870e+01
-1.2819728224953078e+01
1.2268097396011894e+01
-3.8603239795793833e+01
-1.4877254510070168e+01
1.2938674905544991e+01
-4.1036340613323425e+01
-1.2129104538421154e+00
1.4265406507392152e+01
-5.1497596117731192e+01
-1.0846449718649738e+00
1.3763674103988766e+01
-5.0959925540085919e+01
-1.0005907690310535e+01
1.2128653168070471e+01
-4.3149242967355114e+01
-1.0776162427715658e+01
1.1897223889408636e+01
-4.2168740932539983e+01
-1.3141192885482150e+01
1.2303791944919626e+01
-4.3157345179678572e+01
2.1464406532843974e+00
1.2523352660987403e+01
-4.9485883537233356e+01
-9.7854938445596638e+00
1.1677772945027394e+01
-4.4088470382287014e+01
1.3248775086323837e+01
6.0687387935718080e+00
-2.8209367563475038e+01
-1.4341304766947831e+01
1.0833332239538192e+01
-4.1067514191170602e+01
-1.4065802452725116e+01
1.0826932529580635e+01
-4.1140777978351139e+01
-1.2425371573134500e+01
1.0747035532696486e+01
-4.1796751642126473e+01
-1.2425371573134500e+01
1.0747035532696486e+01
-4.1796751642126473e+01
-1.2442697216078244e+01
1.0657491939456797e+01
-4.1870981049619488e+01
1.4197458202166800e+01
7.2484979935706688e+00
-3.7066929867571901e+01
-1.3189599911309770e+01
1.0375057982260699e+01
-4.1741579963689986e+01
-1.3199933791359431e+01
1.0287344626460877e+01
-4.1679183920797584e+01
-1.7298430499772444e+01
1.0634431850233932e+01
-4.1549201056093985e+01
-1.3296568948434242e+01
9.7662334303826359e+00
-4.2711509569558451e+01
-1.6406977720881923e+01
9.9812373488817379e+00
-4.2454084097659774e+01
-1.6609510692091760e+01
9.8688885706894318e+00
-4.2501701112986147e+01
1.4663067752939371e+01
3.7794318631450086e+00
-2.6456601425244131e+01
1.4564734722587835e+01
3.7638503123355123e+00
-2.6667139768437696e+01
1.2961339713609329e+01
4.1883328807711910e+00
-3.0733644032180383e+01
1.4981736538861663e+01
3.2766090868156272e+00
-2.6148761693495409e+01
1.3015284121005985e+01
4.0994620643433315e+00
-3.0665668370516695e+01
-6.6037830874096528e+00
7.5049400438344112e+00
-4.2068980517997687e+01
1.4962115164362620e+01
3.2124568658540644e+00
-2.6265930157501298e+01
1.5099683496660129e+01
3.0967391925831977e+00
-2.5964625376321443e+01
-1.4751647538098915e+01
8.2385561332161092e+00
-4.4133821227665294e+01
1.4935417785943157e+01
3.0428934764428477e+00
-2.6368643880349850e+01
1.4528787795219346e+01
2.8985458280526073e+00
-2.7250804960388251e+01
-1.3731797786706309e+01
7.0186505250905338e+00
-4.2058135699085639e+01
1.4936574766259600e+01
2.4429172634243170e+00
-2.6668153195201153e+01
1.3784734109266784e+01
2.3631514332386656e+00
-2.9963194423388273e+01
1.4522734908834193e+01
1.9655961779436091e+00
-2.7923370461693590e+01
1.4273712267410485e+01
1.7483444460635305e+00
-2.9075460757293754e+01
1.5200614709630527e+01
1.3799459224442561e+00
-2.6812597360120190e+01
1.3148472407606091e+01
1.5412139369665325e+00
-3.2971051031935424e+01
1.2787285272106489e+01
1.6166976910002044e+00
-3.3832099413860796e+01
8.7440747748588232e-01
1.7654992237668432e+00
-2.0866757261245052e+01
2.5355187440474460e+00
1.5501609334530075e+00
-2.0694482113383444e+01
1.5174708532173032e+01
8.9333116794691936e-01
-2.7407658312174675e+01
-6.2737697195001746e-02
1.6192150179242584e+00
-2.1161356293698990e+01
1.5213746013270478e+01
6.2837465563054506e-01
-2.7580491693474119e+01
-1.5171278151874803e+00
1.6463930271058695e+00
-2.2627752992804798e+01
1.1749799980764515e+00
1.2214673935428659e+00
-2.0522365803573599e+01
1.1749799980764515e+00
1.2214673935428659e+00
-2.0522365803573599e+01
-1.4962424895143042e-01
1.1257116636210596e+00
-2.1014529848555632e+01
1.3641991699980617e+01
1.5289224961586279e-01
-3.2147676532430914e+01
1.5835582277268452e+01
-6.8565443173063401e-01
-2.7032380358396363e+01
2.1349895367413065e+00
3.1270194445386401e-01
-2.0311109734291609e+01
1.4322473302062916e+01
-9.1085118119045327e-01
-3.0950929001745589e+01
-6.8186081125842604e+00
4.3629192334779238e-01
-3.2931426645115380e+01
-1.3192994962094971e+01
3.0714342309274800e-01
-3.3285668025290946e+01
-1.7252296497737967e+00
-5.0650352443735780e-01
-2.1623275080333602e+01
-6.7831411626258853e-01
-1.0672835489885275e+00
-2.0874873250744706e+01
-2.3503391928301767e+00
-1.1145834688481455e+00
-2.1870927312387664e+01
-9.6043606775673762e+00
-1.1581486988844079e+00
-3.0587102032530463e+01
-9.6095665643325763e+00
-1.1864035374339084e+00
-3.0410306015407247e+01
-2.4456652733702526e+00
-1.2873893710033533e+00
-2.1667931227188948e+01
1.3558439254773905e+01
-3.5225820366156961e+00
-2.8246017692785291e+01
2.6615239889592819e+00
-2.0255709534034594e+00
-2.0292530451211455e+01
-1.2366776849783780e+00
-1.9199891126392359e+00
-2.0838359080490630e+01
3.1220625079348121e+00
-2.8895761859569431e+00
-1.9745328928574086e+01
-6.0206945145280599e+00
-6.6649236565535528e+00
-2.2793229515847475e+01
5.2579421746112942e+00
-8.0774896700739252e+00
-2.1236543247935487e+01
5.4300300817811129e+00
-8.1686872549163532e+00
-2.1080472516738368e+01
5.1112991661622127e+00
-8.2022404765296280e+00
-2.0990721830637387e+01
4.5178969146489489e+00
-8.2920031783100647e+00
-2.0845783446557913e+01
3.4335178936198880e+00
-8.4579421887585919e+00
-2.0497246457492174e+01
2.3066677703012268e+00
-8.5388991284688771e+00
-2.0308680821039065e+01
4.6542145837861701e+00
-8.8278584545738035e+00
-2.0053661525941376e+01
4.0995835313038524e+00
-8.7950060746164009e+00
-2.0071095235211278e+01
4.0995835313038524e+00
-8.7950060746164009e+00
-2.0071095235211278e+01
3.2928534779966174e+00
-9.1201921029688098e+00
-1.9503583254607872e+01
1.2768015545955476e+01
8.0653486890912145e+00
-2.8307897483758509e+01
4.6089476335593389e+00
1.6918738790359438e+01
-5.6178814583076161e+01
1.4523131758246142e+00
1.5332558288472013e+01
-5.3403581021408904e+01
-1.5614828367938481e+01
1.3081925232029830e+01
-4.0616368041719710e+01
8.1342323240948584e+00
1.4978242503132970e+01
-5.4376298671790053e+01
2.6984287546107852e+00
1.5017467982647187e+01
-5.3234627236362527e+01
-4.7995764035210464e-01
1.4683288103198436e+01
-5.2201891397758537e+01
6.2777889316596169e-01
1.4282548563494647e+01
-5.1666345099129906e+01
-1.2354091973196587e+01
1.2656590485863921e+01
-4.2079928824151843e+01
-1.3885571231849386e+01
1.2108037950129313e+01
-4.1765527511134472e+01
-1.0080175525328148e+01
1.1816773357028707e+01
-4.5477601204948783e+01
-1.0080175525328148e+01
1.1816773357028707e+01
-4.5477601204948783e+01
-1.6999395268331522e+01
1.0763635715497893e+01
-4.1795895502284814e+01
-1.3756177567900696e+01
1.0257450089989293e+01
-4.2649427736878728e+01
1.3861169095434812e+01
4.1031851431624782e+00
-2.7921170892475651e+01
8.9706186875809346e-01
7.6416872635458306e+00
-4.2782349813639307e+01
-1.5958426796224282e+01
8.6107509673775660e+00
-4.4106869464684323e+01
-1.5367776839836123e+01
8.5026620342444499e+00
-4.4544461964081790e+01
-1.0670174349130940e+01
7.8189664406863812e+00
-4.2857192761400391e+01
-1.4693688398287110e+01
7.3302581367397348e+00
-4.3198734675488566e+01
-1.6705833299379407e+00
3.3548317886439061e+00
-2.6661055649558456e+01
1.3189739479368477e+01
1.0593448764581557e+00
-3.3289922110393270e+01
3.3800983500812554e+00
1.0108835824507914e+00
-2.2208944071228235e+01
6.0713556683949514e+00
4.3665990422216716e-01
-2.3937179284928177e+01
-1.4248719900713779e+01
2.2740363388509977e+00
-3.6138167505373374e+01
4.2498584791415741e+00
-2.2227049795027421e-02
-2.2045124825935712e+01
-6.2024490503385961e+00
-5.1305726945875138e-02
-3.1910928781169385e+01
-1.4519537494946743e+01
2.1293001901234246e-01
-3.3455396855584226e+01
1.3312440904737372e+01
-2.4694681138389565e+00
-2.9622569628587598e+01
5.8525870900849633e+00
-1.7995909737208287e+00
-2.1368855494232406e+01
-9.7925581083840783e+00
-1.0380132726360254e+00
-3.1042118400160621e+01
5.2788438747165181e+00
-2.2848489537549521e+00
-2.0681557220010742e+01
-2.0251973135784951e+00
-1.8131702123245843e+00
-2.1217910864238469e+01
1.0653054313013348e+00
-2.4175787869519572e+00
-2.0934908710435298e+01
-2.8878721547831137e+00
-3.3069630691022094e+00
-2.3522271011100621e+01
-3.6225569235619024e+00
-4.8303033747084205e+00
-2.3996432213837622e+01
4.8020275408077131e+00
-8.7708736304680404e+00
-2.0192193435499675e+01
4.1822821574373243e+00
-8.8892369755576013e+00
-1.9961262592667047e+01
7.4323584972333920e+00
1.6795967228962727e+01
-5.6235789100513053e+01
-1.5137278180164252e+01
1.3550031568907313e+01
-3.9972300469440682e+01
-3.4190244244066170e-01
1.3845258583827345e+01
-5.1036429744611880e+01
-1.5463508106759514e+01
1.2402217817510477e+01
-4.1216068188209007e+01
6.7667014534328223e+00
1.2545147412059579e+01
-5.0753222414941362e+01
5.6291518115142027e+00
1.1603313584927550e+01
-4.9665777343047459e+01
-4.8880777339938355e+00
1.1170092207079970e+01
-4.7353980882534962e+01
-1.3910528093932276e+01
1.0284137183186122e+01
-4.2586623894829756e+01
-1.5878351280228015e+01
1.0321433709077912e+01
-4.2877746291886488e+01
-1.8281315032990726e+00
9.4893469272191382e+00
-4.5021414331712343e+01
-6.1355612602523619e+00
9.7537855407346861e+00
-4.5208439347078723e+01
2.2723698767287206e+00
8.6194766734651278e+00
-4.4479139016969953e+01
-1.5948625932483592e+01
9.4419853688381785e+00
-4.3870742148344661e+01
-5.4153733390923628e+00
7.1591171589660796e+00
-4.1812137082931521e+01
-1.5857187113427091e+01
7.9101073730250135e+00
-4.3865149003805818e+01
4.8103032302505957e+00
1.1334024170205192e+00
-2.3406620622763125e+01
3.1661137007490709e+00
9.7156809335494454e-01
-2.0726609178183722e+01
-1.2431941297488764e+01
2.9091006371413441e+00
-3.6723024950235860e+01
3.3553514423560000e+00
4.7026471320366753e-01
-2.2032920749224878e+01
-1.1926303585176179e+01
1.9011577971874880e+00
-3.5394912261322808e+01
-6.2777693958395222e+00
-1.9183974775789320e-01
-3.1670783797950818e+01
3.4449684107948557e+00
-8.0160984720947004e-01
-2.2223663395350300e+01
-2.3380647676527071e-02
-6.7109556919648283e-01
-2.1449016844704747e+01
-9.9870607540342959e-01
-8.7478946323734930e-01
-2.1488994372443248e+01
1.7181818699938931e+00
-2.9221544856818200e+00
-2.0710492430117345e+01
-1.1545841203609795e+01
-3.1635529566447067e+00
-2.8175922356737370e+01
1.8683016959912430e-01
-4.0565681076438311e+00
-2.1858317982182403e+01
-1.2899265148045785e+01
-3.9401623280296683e+00
-2.7147698991560318e+01
3.8901804662718105e+00
-8.7312660204271282e+00
-2.0119772703687001e+01
1.6268554736114769e+00
1.4950235266648852e+01
-5.2947990932920980e+01
1.7086266559077761e+00
1.4520487772845959e+01
-5.2102977393664844e+01
1.7086266559077761e+00
1.4520487772845959e+01
-5.2102977393664844e+01
-1.4945595981012673e+01
8.8486435603640494e+00
-4.4904809725417365e+01
-1.5011657530254842e+01
8.2040816143621562e+00
-4.4482868538047448e+01
1.4962978401899786e+01
6.9224307719610789e-01
-2.8237428051213044e+01
-1.2070304391625104e+01
2.6635953926036509e+00
-3.6227646573330318e+01
-3.4938441372432298e+00
1.3096243582325315e+00
-2.5052184857998693e+01
4.6910518989000165e+00
-5.7238705319403094e-01
-2.3454768231396134e+01
-1.0656121069074809e+01
-2.7585973540363448e-02
-3.2432613957728670e+01
5.0266685480206439e+00
-1.0857730495927149e+00
-2.3185375153278770e+01
-1.2954341420319706e+01
3.8958261524477455e-02
-3.1806666447373271e+01
1.3905793363233766e+01
9.1791407657861122e+00
-3.6438645378932492e+01
-1.1882956950413428e+00
6.8175411951859122e+00
-4.1422307553203012e+01
5.1569613469239215e+00
-8.0148947892172451e-01
-2.3616358035663122e+01
2.0127817168338544e+00
-7.0051402297631726e-01
-2.0409114273774001e+01
-2.8235911302676930e+00
-1.2625422961586885e+00
-2.1698517361871442e+01
4.3769997856845606e+00
-2.1135575726533680e+00
-2.2622400278879759e+01
-6.3860307202432294e+00
-4.7509728324085776e+00
-2.5538457299124573e+01
-5.1426994118233562e+00
1.1527681068093251e+01
-4.7889424648451914e+01
-1.9361154033802936e+01
7.9201116135934688e+00
-4.5013487471756605e+01
3.6845332256778782e+00
2.6429811528927312e+00
-2.3049359619998469e+01
-1.2256852458549790e+01
5.3183167348485769e+00
-4.0076172960687700e+01
1.4802092391512286e+01
1.4680397603821613e+00
-2.7781528674410676e+01
2.7885739739845632e+00
9.1741230047892797e-01
-2.0631071669035748e+01
-1.2070992651919278e+01
-2.4239875794188230e+00
-2.9189171650591241e+01
-1.9111435587127573e+01
7.5136167406062953e+00
-4.4346294437572780e+01
1.5353164802717492e+01
1.1386803951480667e-01
-2.7579017951267190e+01
-1.1017121998407291e+01
2.8044482223013514e+00
-3.6116500397213336e+01
-1.3736808895985600e+01
2.9609349676765034e-01
-3.3377730889281487e+01
3.1212220325824176e+00
-1.4154564045578630e+00
-2.1912056668293324e+01
3.3151839901326969e+00
-3.8665906727222241e+00
-2.0600548859201322e+01
-1.1797716479665862e+01
6.9067384348539548e+01
-7.0749303529937919e+01
-1.8021526406863408e+01
8.2181403125661589e+01
-8.4471471892405560e+01
-2.8120758429283757e+01
7.1019659314840780e+01
-7.6973879046402203e+01
-2.9522997636553483e+00
6.4325823458840972e+01
-7.2609485666047078e+01
-3.6892372944764862e+00
6.3841630991333560e+01
-7.2445937424330566e+01
-5.2377071140476978e+00
6.3496201974246169e+01
-7.2080765677417219e+01
-3.9321936645793945e+00
6.3627203856405508e+01
-7.2687634288650244e+01
3.0822618928688783e+01
7.3387452476099753e+01
-9.0611639336574470e+01
-4.0313939764817789e+01
7.3299365470093520e+01
-8.3216923976029591e+01
3.0852620790557978e+01
7.2800830702522461e+01
-9.0604572952674076e+01
3.0852620790557978e+01
7.2800830702522461e+01
-9.0604572952674076e+01
-3.8871345691615439e+01
6.3052235645749228e+01
-7.3344465474786631e+01
-1.1842665599957108e+01
4.0533296679528064e+01
-5.0894750574992869e+01
-2.7559222705796888e+01
4.1008411806382753e+01
-4.9790106451638437e+01
-1.2725832782134082e+01
2.8279667896197697e+01
-3.4783858446767525e+01
5.3663905307414854e+00
3.3301287592380419e+01
-4.3613094365083768e+01
5.5642698051066706e+00
3.3754425629648352e+01
-4.4761905697919921e+01
-2.1116379112269822e+01
3.5129504233733918e+01
-4.4466617460695687e+01
-2.1141952348157091e+01
3.5221069368337098e+01
-4.4799019117994042e+01
-8.7445995534488108e-01
2.9697667286658085e+01
-3.9441208474198071e+01
3.7415800029356774e+00
3.1598207724223162e+01
-4.2946716262768213e+01
4.4238052622406236e+00
3.1054852770265260e+01
-4.2277879210206841e+01
-2.2200054301093253e+01
3.4770246023954037e+01
-4.5252062707788070e+01
7.0341715626057901e+00
3.1466804529089451e+01
-4.3536633067217458e+01
-2.7434325638485049e+01
3.8280864753684433e+01
-5.0549376482894573e+01
-2.7434325638485049e+01
3.8280864753684433e+01
-5.0549376482894573e+01
-2.9539916312766014e+01
4.0881628229300638e+01
-5.4529909491916108e+01
2.2550223540168015e+00
2.8799594902327176e+01
-4.0890699050758293e+01
-2.7396687032963897e+01
3.7116567713516773e+01
-5.0099865298968844e+01
-5.5646884999646097e+01
6.2153265328791932e+01
-8.4721954453311369e+01
-3.2845695554693030e+01
4.2045045295721309e+01
-5.7090046578247708e+01
-4.6549169792767600e+01
5.5491675804822286e+01
-7.6191530950025410e+01
-4.7847904710541094e+01
5.6181882508533370e+01
-7.7668456308772775e+01
-5.5106153438699479e+01
6.0688017473754492e+01
-8.3761353013994665e+01
-4.9232838692707659e+01
5.5898189076066764e+01
-7.7442712242369623e+01
-2.9826081423078620e+01
3.7577126949136137e+01
-5.2822498670448603e+01
1.1541387984301588e+01
3.0995331381542535e+01
-4.7705965235530115e+01
1.0440059308827900e+01
2.9631061447253781e+01
-4.5094888758523012e+01
-2.0736681281095741e+00
2.9594298363947829e+01
-4.4320184831394066e+01
1.1776443185728750e+01
3.0044993077624401e+01
-4.6722421233325342e+01
-2.6965156730885681e+01
3.1858072906565429e+01
-4.6691690738051115e+01
4.6296939181024541e+00
2.7423020675441599e+01
-4.3054594051674798e+01
2.7890904058924995e+00
2.6186396444968512e+01
-4.0714802600976263e+01
1.1692158735657118e+01
2.9626123259382624e+01
-4.7257364226251411e+01
1.4871659944697734e+01
3.1216766352762395e+01
-5.0555546381298413e+01
1.5541328555219117e+01
3.1023980084783133e+01
-5.0099930894239932e+01
1.2202326325923709e+01
3.0282418213321758e+01
-4.9399924933207444e+01
4.7041529673521820e+00
2.6688362088330503e+01
-4.2511401982888174e+01
